,Unnamed: 0,Unnamed: 0_x,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment,focus_split,characterName,actor_name,appearances,character_name,position,posting,rank,species,character_name_split,Unnamed: 0_y,No. overall,No. in season,Title,Stardate,Directed by,Written by,Original air date,U.S. viewers (millions),merge_index,Aggressive_Words,Count_Aggressive_Words
18574,18574,62676,(concerned) Outer hull breached their air must be leaking out.,riker,30.0,131.txt,"['concerned', 'outer', 'hull', 'breached', 'air', 'must', 'leaking']","['concern', 'Outer', 'hull', 'breach', 'air', 'must', 'leak']","['concern', 'Outer', 'hull', 'breach', 'air', 'must', 'leak']",7.0,-0.34,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['breached'],1
18729,18729,87508,Then something kicks in and he violently presses the phaser against Geordi's head again.,geordi,30.0,131.txt,"['then', 'something', 'kicks', 'violently', 'presses', 'phaser', 'geordis', 'head']","['Then', 'someth', 'kick', 'violent', 'press', 'phaser', 'Geordi', 'head']","['Then', 'someth', 'kick', 'violent', 'press', 'phaser', 'Geordi', 'head']",8.0,-0.5994,['geordi'],geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['phaser'],1
18858,18858,100523,We see Data holding a phaser to Geordi's head.,observation lounge pulaski (optical),30.0,131.txt,"['we', 'see', 'data', 'holding', 'phaser', 'geordis', 'head']","['We', 'see', 'Data', 'hold', 'phaser', 'Geordi', 'head']","['We', 'see', 'Data', 'hold', 'phaser', 'Geordi', 'head']",7.0,0.0,['pulaski'],katherine pulaski,Diana Muldaur,['TNG'],katherine pulaski,Chief Medical Officer,USS Enterprise-D,['Commander'],Human,"['katherine', 'pulaski']",5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['phaser'],1
18861,18861,100526,He won't hesitate to kill you.,pulaski,30.0,131.txt,"['he', 'wont', 'hesitate', 'kill']","['He', 'wont', 'hesit', 'kill']","['He', 'wont', 'hesit', 'kill']",4.0,0.5773,['pulaski'],katherine pulaski,Diana Muldaur,['TNG'],katherine pulaski,Chief Medical Officer,USS Enterprise-D,['Commander'],Human,"['katherine', 'pulaski']",5,31,5,"""Loud as a Whisper""",42477.2,Larry Shaw,Jacqueline Zambrano,"January?9,?1989?(1989-01-09)",10.7[2],30,['kill'],1
18925,18925,6136,"""Loud as a Whisper"" 10 13 (3) (to Riva) The uniqueness of this presentation provoked my inadvertent breach in protocol.",star trek: act one continued: picard,31.0,132.txt,"['loud', 'whisper', '10', '13', '3', 'riva', 'the', 'uniqueness', 'presentation', 'provoked', 'inadvertent', 'breach', 'protocol']","['Loud', 'Whisper', '10', '13', '3', 'Riva', 'The', 'uniqu', 'present', 'provok', 'inadvert', 'breach', 'protocol']","['Loud', 'Whisper', '10', '13', '3', 'Riva', 'The', 'uniqu', 'present', 'provok', 'inadvert', 'breach', 'protocol']",13.0,0.0,"['one', 'picard']",jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",6,32,6,"""The Schizoid Man""",42437.5,Les Landau,Teleplay by: Tracy Torm? Story by: Richard Manning & Hans Beimler,"January?23,?1989?(1989-01-23)",10.8[2],31,['breach'],1
19092,19092,6303,Set phasers on stun.,picard,31.0,132.txt,"['set', 'phasers', 'stun']","['Set', 'phaser', 'stun']","['Set', 'phaser', 'stun']",3.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",6,32,6,"""The Schizoid Man""",42437.5,Les Landau,Teleplay by: Tracy Torm? Story by: Richard Manning & Hans Beimler,"January?23,?1989?(1989-01-23)",10.8[2],31,['phasers'],1
19317,19317,50877,"""Loud as a Whisper"" 10 28 I'm reading laser activity in the Solari Solar System!",star trek: act two angle on worf worf,31.0,132.txt,"['loud', 'whisper', '10', '28', 'im', 'reading', 'laser', 'activity', 'solari', 'solar', 'system']","['Loud', 'Whisper', '10', '28', 'Im', 'read', 'laser', 'activ', 'Solari', 'Solar', 'System']","['Loud', 'Whisper', '10', '28', 'Im', 'read', 'laser', 'activ', 'Solari', 'Solar', 'System']",11.0,0.0,"['worf', 'worf']",worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],6,32,6,"""The Schizoid Man""",42437.5,Les Landau,Teleplay by: Tracy Torm? Story by: Richard Manning & Hans Beimler,"January?23,?1989?(1989-01-23)",10.8[2],31,['laser'],1
19393,19393,62819,Set phasers on stun.,riker,31.0,132.txt,"['set', 'phasers', 'stun']","['Set', 'phaser', 'stun']","['Set', 'phaser', 'stun']",3.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",6,32,6,"""The Schizoid Man""",42437.5,Les Landau,Teleplay by: Tracy Torm? Story by: Richard Manning & Hans Beimler,"January?23,?1989?(1989-01-23)",10.8[2],31,['phasers'],1
19510,19510,100542,Optic nerve laser welding.,pulaski,31.0,132.txt,"['optic', 'nerve', 'laser', 'welding']","['Optic', 'nerv', 'laser', 'weld']","['Optic', 'nerv', 'laser', 'weld']",4.0,0.0,['pulaski'],katherine pulaski,Diana Muldaur,['TNG'],katherine pulaski,Chief Medical Officer,USS Enterprise-D,['Commander'],Human,"['katherine', 'pulaski']",6,32,6,"""The Schizoid Man""",42437.5,Les Landau,Teleplay by: Tracy Torm? Story by: Richard Manning & Hans Beimler,"January?23,?1989?(1989-01-23)",10.8[2],31,['laser'],1
19558,19558,6378,What in nature could kill an entire crew at the same time?,picard,32.0,133.txt,"['what', 'nature', 'could', 'kill', 'entire', 'crew', 'time']","['What', 'natur', 'could', 'kill', 'entir', 'crew', 'time']","['What', 'natur', 'could', 'kill', 'entir', 'crew', 'time']",7.0,-0.6908,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",7,33,7,"""Unnatural Selection""",42494.8,Paul Lynch,John Mason and Mike Gray,"January?30,?1989?(1989-01-30)",11.0[2],32,['kill'],1
19759,19759,30901,Riker goes to the nearest bed and looks at the dead crewmember's face.,data,32.0,133.txt,"['riker', 'goes', 'nearest', 'bed', 'looks', 'dead', 'crewmembers', 'face']","['Riker', 'goe', 'nearest', 'bed', 'look', 'dead', 'crewmemb', 'face']","['Riker', 'goe', 'nearest', 'bed', 'look', 'dead', 'crewmemb', 'face']",8.0,-0.6486,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],7,33,7,"""Unnatural Selection""",42494.8,Paul Lynch,John Mason and Mike Gray,"January?30,?1989?(1989-01-30)",11.0[2],32,['dead'],1
19852,19852,50903,Set phasers for kill.,worf,32.0,133.txt,"['set', 'phasers', 'kill']","['Set', 'phaser', 'kill']","['Set', 'phaser', 'kill']",3.0,-0.6908,['worf'],worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],7,33,7,"""Unnatural Selection""",42494.8,Paul Lynch,John Mason and Mike Gray,"January?30,?1989?(1989-01-30)",11.0[2],32,['phasers'],1
19904,19904,62886,Arm photon torpedoes.,riker,32.0,133.txt,"['arm', 'photon', 'torpedoes']","['Arm', 'photon', 'torpedo']","['Arm', 'photon', 'torpedo']",3.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",7,33,7,"""Unnatural Selection""",42494.8,Paul Lynch,John Mason and Mike Gray,"January?30,?1989?(1989-01-30)",11.0[2],32,['photon'],1
20340,20340,6560,Riker covers any reaction by firing his own phaser at the target.,picard,33.0,134.txt,"['riker', 'covers', 'reaction', 'firing', 'phaser', 'target']","['Riker', 'cover', 'reaction', 'fire', 'phaser', 'target']","['Riker', 'cover', 'reaction', 'fire', 'phaser', 'target']",6.0,-0.34,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,['phaser'],1
20514,20514,50949,Then the faint glimmer of a red smear appears on the hull of the ship Mendon magnifies the screen and brings the red smear to the forefront.,worf,33.0,134.txt,"['then', 'faint', 'glimmer', 'red', 'smear', 'appears', 'hull', 'ship', 'mendon', 'magnifies', 'screen', 'brings', 'red', 'smear', 'forefront']","['Then', 'faint', 'glimmer', 'red', 'smear', 'appear', 'hull', 'ship', 'Mendon', 'magnifi', 'screen', 'bring', 'red', 'smear', 'forefront']","['Then', 'faint', 'glimmer', 'red', 'smear', 'appear', 'hull', 'ship', 'Mendon', 'magnifi', 'screen', 'bring', 'red', 'smear', 'forefront']",15.0,-0.6124,['worf'],worf,Michael Dorn,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",worf,Helmsman (TNG S1),USS Enterprise-E,['Lt. Commander'],Klingon,['worf'],8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,"['red', 'red']",2
20699,20699,63139,Cloaking shields off.,riker,33.0,134.txt,"['cloaking', 'shields']","['Cloak', 'shield']","['Cloak', 'shield']",2.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,['shields'],1
20702,20702,63142,"If we are, it will be in battle and will die with you.",riker,33.0,134.txt,"['if', 'battle', 'die']","['If', 'battl', 'die']","['If', 'battl', 'die']",3.0,-0.5994,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,['die'],1
20703,20703,63143,"(harder) Now, cloaking shields off The Tactics Officer throws the switch ",riker,33.0,134.txt,"['harder', 'now', 'cloaking', 'shields', 'the', 'tactics', 'officer', 'throws', 'switch']","['harder', 'Now', 'cloak', 'shield', 'The', 'Tactic', 'Offic', 'throw', 'switch']","['harder', 'Now', 'cloak', 'shield', 'The', 'Tactic', 'Offic', 'throw', 'switch']",9.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,['shields'],1
20711,20711,63151,"He almost sneers at Kargan  Kargan recognizes it, roars out in fury, charges at Riker, and swings a devastating blow with his fist  Riker is sent skidding across the bridge floor and up against the bulkhead where he lies stunned but aware.",kargan on riker,33.0,134.txt,"['he', 'almost', 'sneers', 'kargan', 'kargan', 'recognizes', 'roars', 'fury', 'charges', 'riker', 'swings', 'devastating', 'blow', 'fist', 'riker', 'sent', 'skidding', 'across', 'bridge', 'floor', 'bulkhead', 'lies', 'stunned', 'aware']","['He', 'almost', 'sneer', 'Kargan', 'Kargan', 'recogn', 'roar', 'furi', 'charg', 'Riker', 'swing', 'devast', 'blow', 'fist', 'Riker', 'sent', 'skid', 'across', 'bridg', 'floor', 'bulkhead', 'lie', 'stun', 'awar']","['He', 'almost', 'sneer', 'Kargan', 'Kargan', 'recogn', 'roar', 'furi', 'charg', 'Riker', 'swing', 'devast', 'blow', 'fist', 'Riker', 'sent', 'skid', 'across', 'bridg', 'floor', 'bulkhead', 'lie', 'stun', 'awar']",24.0,0.0,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,['stunned'],1
20714,20714,63154,Klag looks down at bruised but alert Riker who gives Klag an eye signal.,kargan on riker,33.0,134.txt,"['klag', 'looks', 'bruised', 'alert', 'riker', 'gives', 'klag', 'eye', 'signal']","['Klag', 'look', 'bruis', 'alert', 'Riker', 'give', 'Klag', 'eye', 'signal']","['Klag', 'look', 'bruis', 'alert', 'Riker', 'give', 'Klag', 'eye', 'signal']",9.0,0.29600000000000004,['riker'],william riker,Jonathan Frakes,"['TNG', 'GEN,FCT,INS,NEM', 'VOY', 'ENT']",william riker,"First Officer (S1-7,Movies)",USS Titan,['Captain'],Human,"['william', 'riker']",8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,['alert'],1
20783,20783,100773,"Their beliefs may be somewhat brutal but usually what kills us, kills them.","star trek: ""a act one continued: pulaski",33.0,134.txt,"['their', 'beliefs', 'may', 'somewhat', 'brutal', 'usually', 'kills', 'us', 'kills']","['Their', 'belief', 'may', 'somewhat', 'brutal', 'usual', 'kill', 'us', 'kill']","['Their', 'belief', 'may', 'somewhat', 'brutal', 'usual', 'kill', 'u', 'kill']",9.0,-0.9284,"['one', 'pulaski']",katherine pulaski,Diana Muldaur,['TNG'],katherine pulaski,Chief Medical Officer,USS Enterprise-D,['Commander'],Human,"['katherine', 'pulaski']",8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,"['kills', 'kills']",2
20803,20803,101910,We are not yet in safe range for a transfer and defensive shields are still in place.,chief o'brien,33.0,134.txt,"['we', 'yet', 'safe', 'range', 'transfer', 'defensive', 'shields', 'still', 'place']","['We', 'yet', 'safe', 'rang', 'transfer', 'defens', 'shield', 'still', 'place']","['We', 'yet', 'safe', 'rang', 'transfer', 'defens', 'shield', 'still', 'place']",9.0,0.4404,"[""o'brien""]",molly o'brien,Hana Hatae,['DS9'],molly o'brien,Student,Deep Space 9,['Civilian'],Human,"['molly', ""o'brien""]",8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,['shields'],1
20805,20805,101912,Defensive shields back in place.,chief o'brien,33.0,134.txt,"['defensive', 'shields', 'back', 'place']","['Defens', 'shield', 'back', 'place']","['Defens', 'shield', 'back', 'place']",4.0,0.0,"[""o'brien""]",molly o'brien,Hana Hatae,['DS9'],molly o'brien,Student,Deep Space 9,['Civilian'],Human,"['molly', ""o'brien""]",8,34,8,"""A Matter of Honor""",42506.5,Rob Bowman,Teleplay by: Burton Armus Story by: Wanda M. Haight & Gregory Amos and Burton Armus,"February?6,?1989?(1989-02-06)",11.3[2],33,['shields'],1
20917,20917,6791,We're going to fight this.,picard,34.0,135.txt,"['were', 'going', 'fight']","['Were', 'go', 'fight']","['Were', 'go', 'fight']",3.0,-0.3818,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",9,35,9,"""The Measure of a Man""",42523.7,Robert Scheerer,Melinda M. Snodgrass,"February?13,?1989?(1989-02-13)",11.3[2],34,['fight'],1
21169,21169,31077,"am beginning to understand why Shakespeare wrote, let us kill all the lawyers.",data,34.0,135.txt,"['beginning', 'understand', 'shakespeare', 'wrote', 'let', 'us', 'kill', 'lawyers']","['begin', 'understand', 'Shakespear', 'wrote', 'let', 'us', 'kill', 'lawyer']","['begin', 'understand', 'Shakespear', 'wrote', 'let', 'u', 'kill', 'lawyer']",8.0,-0.6908,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],9,35,9,"""The Measure of a Man""",42523.7,Robert Scheerer,Melinda M. Snodgrass,"February?13,?1989?(1989-02-13)",11.3[2],34,['kill'],1
21202,21202,31110,"That action injured you, and saved me.",data,34.0,135.txt,"['that', 'action', 'injured', 'saved']","['That', 'action', 'injur', 'save']","['That', 'action', 'injur', 'save']",4.0,0.4939,['data'],data,Brent Spiner,"['TNG', 'GEN,FCT,INS,NEM']",data,Chief Operations Officer,USS Enterprise-E,['Lt. Commander'],Android,['data'],9,35,9,"""The Measure of a Man""",42523.7,Robert Scheerer,Melinda M. Snodgrass,"February?13,?1989?(1989-02-13)",11.3[2],34,['injured'],1
21415,21415,7012,Everyone's stunned at the spectacle.,picard the monster (optical) transmutes scene,35.0,136.txt,"['everyones', 'stunned', 'spectacle']","['Everyon', 'stun', 'spectacl']","['Everyon', 'stun', 'spectacl']",3.0,0.0,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",10,36,10,"""The Dauphin""",42568.8,Rob Bowman,Scott Rubenstein & Leonard Mlodinow,"February?20,?1989?(1989-02-20)",10.7[2],35,['stunned'],1
21806,21806,87672,He's daydreaming as he holds a fiber optics laser probe that looks like a screwdriver with a blade of pure light.,geordi wesley (optical),35.0,136.txt,"['hes', 'daydreaming', 'holds', 'fiber', 'optics', 'laser', 'probe', 'looks', 'like', 'screwdriver', 'blade', 'pure', 'light']","['He', 'daydream', 'hold', 'fiber', 'optic', 'laser', 'probe', 'look', 'like', 'screwdriv', 'blade', 'pure', 'light']","['He', 'daydream', 'hold', 'fiber', 'optic', 'laser', 'probe', 'look', 'like', 'screwdriv', 'blade', 'pure', 'light']",13.0,0.3612,"['geordi', 'wesley']",geordi la forge,LeVar Burton,"['TNG', 'GEN,FCT,INS,NEM', 'VOY']",geordi la forge,Helmsman (S1),USS Enterprise-E,['Lt. Commander'],Human,"['geordi', 'la', 'forge']",10,36,10,"""The Dauphin""",42568.8,Rob Bowman,Scott Rubenstein & Leonard Mlodinow,"February?20,?1989?(1989-02-20)",10.7[2],35,['laser'],1
21922,21922,100806,She wants to kill Hennesey!,pulaski,35.0,136.txt,"['she', 'wants', 'kill', 'hennesey']","['She', 'want', 'kill', 'Hennesey']","['She', 'want', 'kill', 'Hennesey']",4.0,-0.6597,['pulaski'],katherine pulaski,Diana Muldaur,['TNG'],katherine pulaski,Chief Medical Officer,USS Enterprise-D,['Commander'],Human,"['katherine', 'pulaski']",10,36,10,"""The Dauphin""",42568.8,Rob Bowman,Scott Rubenstein & Leonard Mlodinow,"February?20,?1989?(1989-02-20)",10.7[2],35,['kill'],1
21957,21957,7094,(to Data) Did they attack the Yamato?,picard,36.0,137.txt,"['data', 'did', 'attack', 'yamato']","['Data', 'Did', 'attack', 'Yamato']","['Data', 'Did', 'attack', 'Yamato']",4.0,-0.4767,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",11,37,11,"""Contagion""",42609.1,Joseph L. Scanlan,Steve Gerber & Beth Woods,"March?20,?1989?(1989-03-20)",10.2[2],36,['attack'],1
22087,22087,7224,The little we know was passed down by the descendants of the people who attacked this world.,picard,36.0,137.txt,"['the', 'little', 'know', 'passed', 'descendants', 'people', 'attacked', 'world']","['The', 'littl', 'know', 'pass', 'descend', 'peopl', 'attack', 'world']","['The', 'littl', 'know', 'pas', 'descend', 'peopl', 'attack', 'world']",8.0,-0.4767,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",11,37,11,"""Contagion""",42609.1,Joseph L. Scanlan,Steve Gerber & Beth Woods,"March?20,?1989?(1989-03-20)",10.2[2],36,['attacked'],1
22090,22090,7227,"It is possible that their enemies, when confronted with this technology, were driven to attack the Iconians out of fear.",picard,36.0,137.txt,"['it', 'possible', 'enemies', 'confronted', 'technology', 'driven', 'attack', 'iconians', 'fear']","['It', 'possibl', 'enemi', 'confront', 'technolog', 'driven', 'attack', 'Iconian', 'fear']","['It', 'possibl', 'enemi', 'confront', 'technolog', 'driven', 'attack', 'Iconian', 'fear']",9.0,-0.7906,['picard'],jean-luc picard,Patrick Stewart,"['TNG', 'GEN,FCT,INS,NEM', 'DS9']",jean-luc picard,Commanding officer,USS Enterprise-E,['Captain'],Human,"['jean-luc', 'picard']",11,37,11,"""Contagion""",42609.1,Joseph L. Scanlan,Steve Gerber & Beth Woods,"March?20,?1989?(1989-03-20)",10.2[2],36,['attack'],1
